Source ID *,Question ID *,Question type *,Question *,Option A,Option B,Option C,Option D,Option E,Options F...,Correct Answer *,Correct Answer 2,Correct Answer 3,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6+
Exercise_5_-_Self_identity_II,cf54e43e2ac24bc38544c884bfbf1438,single_selection,"Which of following factors controls the living conditions of the aquatic ecosystem? 

I.PH

II.Light intensity

III.Temperature

IV.Altitude.","I, II, and III only","II, III, and IV only","I,III AND IV ONLY",I.II AND IV ONLY,,,"I,III AND IV ONLY",,,,,,,,
Exercise_5_-_Self_identity_II,c8c35629408349a599ae0dd246056047,single_selection,"Generally, the way you look at yourself is your ……………………",Identity,Social environment,Self conception,Loves to compete,,,Identity,,,,,,,,
Exercise_5_-_Self_identity_II,5235de2ac144491b8d40168ea0338a52,single_selection,The interrelationship between man and his surroundings is known as,Biosphere,Human ecology,Ecosystem,Environment,,,Ecosystem,,,,,,,,
Exercise_5_-_Self_identity_II,c6fcc207d85742ff931db366e0a4a13f,single_selection,Which of the following characteristics will be true of a person with positive self image?,Believes in herself,Gets work done,Spends energy in competing,Loves to compete,,,Believes in herself,,,,,,,,
Exercise_5_-_Self_identity_II,7c54c9a3565a4f86b31c9fbcff9421fe,single_selection,"1\. The scientific principles underlying the invention of the aeroplane are ……………… 

I. Law of floatation 
II. Principles of air lift 
III. Aerodynamics 
IV. Hydrolysis",I and II only,II and III only,"I, III and IV only","II, III and IV only",,,II and III only,,,,,,,,
Exercise_5_-_Self_identity_II,f2900e6a8b4d4556885a61fb40707c89,single_selection,Environment education is important for everybody because it helps to,Keep our environment clean,understand ways of putting out fire,understand the implications of destroying the environment,understanding the implications of having a large population,,,understand the implications of destroying the environment,,,,,,,,
Exercise_5_-_Self_identity_II,a7860d6ff09f4c20ab1b0b290aa65f68,single_selection,Self identity implies personal ……………..,Physical appearance,Acquisition of skills,Heredity traits,Awareness and consciousness,,,Awareness and consciousness,,,,,,,,
Exercise_5_-_Self_identity_II,afd82c8a857145e482bbc07c55e93a75,single_selection,The name given to improved form of crop is ………………….,Grafting,Budding,Hybrid,Potash,,,Hybrid,,,,,,,,
Exercise_5_-_Self_identity_II,9724a44ba8974607a8ba59141b0572ef,single_selection,Which of these is not a source of energy in the physical environment?,Sun,River,Moon,Wind,,,Moon,,,,,,,,
Exercise_5_-_Self_identity_II,66ceb160b4ed4cc38db068434917426c,single_selection,The key factor to the discovery and development of one’s capabilities is ……………,Availability of education,Desire of education,Availability of financial resources,The control of the environment,,,The control of the environment,,,,,,,,
Exercise_5_-_Self_identity_II,f28311b8a12a440baf4719b277eb87f2,single_selection,The biggest body that oversees the promotion of science and technology in Ghana is ………………,The University of Science and Technology,Council for Scientific Research Institute,Aquatic Biological Intsitute,Food Research Institute,,,The University of Science and Technology,,,,,,,,
Exercise_5_-_Self_identity_II,2482f324acc54dedb3f9cccf261f9dd8,single_selection,Another name for global warming is,radiation,greenhouse effect,atmospheric pressure,pollution,,,greenhouse effect,,,,,,,,
Exercise_5_-_Self_identity_II,dc126bf5efcb4fdbb13d663c75471cfe,single_selection,"If one wants to develop one’s self, one must begin with ……………..",Identify one's potential,Getting support from family members,Acquiring formal education,Establishing one's personality traits,,,Identify one's potential,,,,,,,,
Exercise_5_-_Self_identity_II,a53c39824997404ba608219c009613ae,single_selection,Scientific knowledge is based on …………………,Tested facts,Traditional beliefs,One's instincts,Religious beliefs,,,Tested facts,,,,,,,,
Exercise_5_-_Self_identity_II,13c07e1a6b1f470ea9a3d5181f39df0f,single_selection,Some human activities in Ghana are often regulated by the physical environment because the people,are superstitious,lack technology,are uneducated,lack engineers,,,lack technology,,,,,,,,
Exercise_5_-_Self_identity_II,0d1fe74001ec4d5ba5d4fece8ae7b5a9,single_selection,Self identity refers to ……………..,the sum total of a person's education,the sum total of a person’s wealth and position in society,the sum total of a person's perceptions and beliefs,one's name and the tribe one belongs to,,,the sum total of a person's perceptions and beliefs,,,,,,,,
Exercise_5_-_Self_identity_II,8813b69caa454c7fbe488b24466ef2dc,single_selection,The Cocoa Research Institute of Ghana (CRIG) ……………………….,conducts research on the marketing of cocoa,helps to produce high yielding cocoa seedlings,Conducts research to increase the output of cocoa products,offers scholarship to children of cocoa children,,,conducts research on the marketing of cocoa,,,,,,,,
Exercise_5_-_Self_identity_II,d4df7107984c43ba8da87ffb21698cd7,single_selection,The term environment refers to,the cultural and social surroundings of human beings,the interaction and occurrence of organisms,living organisms and their surroundings,the immediate social and physical surroundings,,,the immediate social and physical surroundings,,,,,,,,
Exercise_5_-_Self_identity_II,d24a7493b7a745df9fc2b353bf1c2dcd,single_selection,The factors which greatly ……………….. against the work of scientific research in Ghana is,Apathy of government,Lack of scientists,Inadequate funding,Brain drain,,,Lack of scientists,,,,,,,,
Exercise_5_-_Self_identity_II,3c2462e84ee045e987cbf047e006ec4b,single_selection,The relationship between plants and living creatures in the environment is referred to as,Ecosystem,habitation,food chain,ecology,,,Ecosystem,,,,,,,,
Exercise_5_-_Self_identity_II,b74454f67f2f45c189c56a229a818e77,single_selection,Knowing yourself enables you to ………………,Acquire more wealth,Develop your potentials,Increase your intelligence,Get more followers,,,Develop your potentials,,,,,,,,
Exercise_5_-_Self_identity_II,56dab99ac34142f7a9589eac76e14c07,single_selection,The key to technological development is the utilization of …………..,Natural Resources,Capital Resources,Physical Resources,Scientific Knowledge,,,Natural Resources,,,,,,,,
Exercise_5_-_Self_identity_II,dd85d92e7b5640a68e508bb2be577400,single_selection,The physical environment in Ghana is deteriorating rapidly because,there is increased pressure on its natural resources,more complex tools and machines are use in farming,the world's climate is changing very fast,there is flooding after every rain in the city,,,there is increased pressure on its natural resources,,,,,,,,
Exercise_5_-_Self_identity_II,04b29afbe8274159b2d4c5ee26806c48,single_selection,The basic source of motivating the individual is ……………..,Self-determination,Self centeredness,Self abasement,Self complacence,,,Self-determination,,,,,,,,
Exercise_5_-_Self_identity_II,4775375c78fa4b30a29473e506853916,single_selection,Which of the following statement is true about technology?,Research into scientific principles,Learning of scientific principles,Discovery of scientific principles,Utilization of scientific principles,,,Utilization of scientific principles,,,,,,,,
Exercise_5_-_Self_identity_II,d84f1d70713646e599322b15d4c3a51d,single_selection,The Keta sea defence projects in Ghana is an example of,Land fragmentation,Land redistribution,Land reclamation,Land demarcation,,,Land reclamation,,,,,,,,
Exercise_5_-_Self_identity_II,71ac19b5cb154a0f985cc23a7ec22a41,single_selection,Knowledge of oneself enables the individual to ……………….,Acquire quality education,Conform to traditional beliefs,Secure better employment,Take a better decision,,,Take a better decision,,,,,,,,
Exercise_5_-_Self_identity_II,2e321220d7df4d92a3afc59186c62964,single_selection,Which of the following is a benefit of science and technology?,Production of weapons of mass destruction,Increased infant mortality,Depletion of the ozone layer,Immunization against diseases,,,Immunization against diseases,,,,,,,,
Exercise_5_-_Self_identity_II,2693ab00587d4cba919e05727e5df504,single_selection,The high rate of deforestation in Ghana is partly due to,increase in livestock rearing,use of machines in farming,construction of roads,high dependency of fuel wood,,,high dependency of fuel wood,,,,,,,,
Exercise_5_-_Self_identity_II,1e32cbaa37ec42fca5ce1a71da9be0cf,single_selection,A self actualizing person is associated with ……………….,High determination,Abundant wealth,Good wealth,Higher education,,,High determination,,,,,,,,
Exercise_5_-_Self_identity_II,35e7641c9d034015b5007520efab7d9d,single_selection,The sum total of what a person believes to be true about himself/herself is called,Self-esteem,Self-actualization,Self-confidence,Self-concept,,,Self-concept,,,,,,,,
Exercise_5_-_Self_identity_II,4596be57a90e4c008eff746635622ea9,single_selection,Scientific knowledge is acquired to solve problems through ………………,Ingenuity and creativity,Capital accumulation,Establishment of grammar schools,Availability of natural resources,,,Ingenuity and creativity,,,,,,,,
Exercise_5_-_Self_identity_II,edb23b9a84134589852079b2612b4f56,single_selection,The most cherished value expected of an adolescent in any given society is,Patience,Honesty,Chastity,Hospitality,,,Chastity,,,,,,,,
Exercise_5_-_Self_identity_II,a0a70a0594f244538895c8322efad414,single_selection,Burning of vegetation contributes to global warming through the release of,sulphur dioxide,hydrogen oxide,nitric oxide,carbon dioxide,,,carbon dioxide,,,,,,,,
Exercise_5_-_Self_identity_II,2a94e1ddc80640c9ab459638097eb25b,single_selection,An individual can develop his/her capabilities through the following except ………………,Imitating others,Solving problems,Self-determination,Ability to think,,,Imitating others,,,,,,,,
Exercise_5_-_Self_identity_II,e1a94cb97ae54b42a7637b29d00b35a1,single_selection,A person with positive self-image _________,believes in himself,amasses wealth,looks down on others,Loves to show off,,,believes in himself,,,,,,,,
Exercise_5_-_Self_identity_II,9297282d64ad46b8815585fbf40a7f50,single_selection,One advantage of the use of indigenous technology is that it is ………………..,Always free,Highly profitable,Less expensive,Easily amended,,,Easily amended,,,,,,,,
Exercise_5_-_Self_identity_II,a8c5b1bd43ca49ce9a744bc936abcadb,single_selection,Which of the following is not an irresponsible adolescent behavior?,Truancy,Aggression,Obedience to societal norms,Theft,,,Theft,,,,,,,,
Exercise_5_-_Self_identity_II,c8aa2c9947014c3c851085f7100fff5b,single_selection,The term greenhouse effect refers to,decreasing atmospheric humid,decreasing atmospheric pressure,increasing amount of rainfall,increasing amount of pressure,,,increasing amount of rainfall,,,,,,,,
Exercise_5_-_Self_identity_II,d564502037114efa85100af1435bb950,single_selection,Why is it necessary to know oneself?,To relate and interact better with other people,To compete and win national awards,To get a very good job in the future,To be admired by others,,,To relate and interact better with other people,,,,,,,,
Exercise_5_-_Self_identity_II,3a99dbc5c25346a2905dd744b88bd0ec,single_selection,A persons unique character is known as,The ego,Personality,the ideal self,Heredity,,,Personality,,,,,,,,
Exercise_5_-_Self_identity_II,7530ab585bb94a56a5f1d8317a5c74fd,single_selection,An improvement in technology would ……………..,Reduce the price of a commodity,Raise the price of a commodity,Decrease the supply of a commodity,Increase the demand of a commodity,,,Increase the demand of a commodity,,,,,,,,
Exercise_5_-_Self_identity_II,c114a90cdc2944aab50b6b40236699fc,single_selection,The period of adolescence is characterized by,A feeling of low self-esteem,Moving from childhood to adulthood,Ability to take good care of the body,Preparation for marriage,,,Moving from childhood to adulthood,,,,,,,,
Exercise_5_-_Self_identity_II,c759ce353f2a4cf8a779a7a87624ad64,single_selection,In the traditional farming the main reason burning the Bush after clearing it is that,Weeds are prevented from growth,Farmers are too lazy to weed,Wild animals are driven away,ashes act as potash to fertilize the soil,,,ashes act as potash to fertilize the soil,,,,,,,,
Exercise_5_-_Self_identity_II,00ca6a6df6174aca8759f8ce022d8f5b,single_selection,Self-confidence can be built through ………………,Self-medication,Self-determination,Self-confidence,Self-humiliation,,,Self-determination,,,,,,,,
Exercise_5_-_Self_identity_II,2e7b2045dbb346e99ce93f52da84d94e,single_selection,An individual can develop his or her capabilities through all the following except,Imitating others,Solving problems,Self-determination,Ability to think,,,Imitating others,,,,,,,,
Exercise_5_-_Self_identity_II,f1355146df7540a5a10c96958d9f9582,single_selection,All the following are benefits of the study of science except ………………,Reliable weather forecasting,Production of arms for war,Improvement in agricultural technology,Efficient dissemination of information,,,Production of arms for war,,,,,,,,
Exercise_5_-_Self_identity_II,2d425d8307074c3a994cf2ce85a5524d,single_selection,Adolescence health problems are mainly caused by,Inadequate health facilities for adolescents,Lack of sex education within the family,Physical changes taking place in the adolescence,Inadequate recreational centers in the family,,,Lack of sex education within the family,,,,,,,,
Exercise_5_-_Self_identity_II,3c47909a9a84423989a2dbceef4d4e2b,single_selection,The most important source of power for domestic and industrial use in Ghana is,solar power,thermal power,hydro-electric power,liquefied petroleum gas,,,hydro-electric power,,,,,,,,
Exercise_5_-_Self_identity_II,0ae65d30eddc478da76e7914d1b7ec39,single_selection,"Select the correct options. 

An individual’s unique characteristic is collectively called ………….",The ego,The ideal self,Personality,Heridity,,,The ideal self,,,,,,,,
Exercise_5_-_Self_identity_II,4b64bb117e874879b3c6bc9c6cac7b81,single_selection,"Select the correct options. 

Why is it necessary to know oneself?",To relate and interact better with other people,To compete and win a national award,To get a very good job in the future,To be admired by others,,,To relate and interact better with other people,,,,,,,,
Exercise_5_-_Self_identity_II,a8ede92c16f94faf9de8db4b53dc9f0e,single_selection,"Select the correct options. 

The process by which scientific knowledge is utilized to the benefit of man is ……………….",Production,Consumption,Pacification,Technology,,,Technology,,,,,,,,
Exercise_5_-_Self_identity_II,a9002e0ede0042178f9012489a231ad0,single_selection,"During adolescence, females experience",widening pelvis,deepening of voice,enlarged biceps,decrease in weight,,,widening pelvis,,,,,,,,
Exercise_5_-_Self_identity_II,632c826123d549f4bf3a0e79358d9825,single_selection,A natural cause of desertification is,Overgrazing,Dry Weather Condition,Over cultivation,Annual Bush burning,,,Dry Weather Condition,,,,,,,,
Exercise_5_-_Self_identity_II,b6ee0ff8871b4ade8583942e3ca058fc,single_selection,The potential of an individual is best developed through …………………..,Family financial support,Ingenuity and creativity,Education and training,Guidance and counselling,,,Ingenuity and creativity,,,,,,,,
Exercise_5_-_Self_identity_II,8471fec9fffe487b8f3ac49b783fc79f,single_selection,The self-concept of an individual is influenced by people during …………….,Adolescence,Adulthood,Old-age,Marriage,,,Adolescence,,,,,,,,
Exercise_5_-_Clauses,33f88b3046e54dfb87e10ae3d18d6532,single_selection,Some of my baseball cards -------- missing,know,knows,is packing,is,,,is,,,,,,,,
Exercise_5_-_Clauses,448fa44d311541e980ae3d57d6192cc4,single_selection,Does not anyone ------- the password?,know,knows,is packing,was,,,know,,,,,,,,
Exercise_5_-_Clauses,d53b2b350f244651b6090d43a3b970e2,single_selection,Fifteen dollars _______ the price I paid for this Scarf,is packing,was,knows,were,,,was,,,,,,,,
Exercise_5_-_Clauses,d718d3fa73304b4c849d9963e7788e4b,single_selection,The business news ________not very good today.,is,are,knows,is packing,,,is,,,,,,,,
Exercise_5_-_Clauses,f9802b1e0e7643108f8a5e5fcad7481e,single_selection,Today’s Paul’s family ______ for their trip to London.,is,was,is packing,knows,,,is packing,,,,,,,,
Exercise_5_-_Clauses,dbaf49910d5d40efa2fc85a3084aff5b,single_selection,"Accidents happen, but nobody ever_________to know anything about them.",seem,are,seems,have,,,seems,,,,,,,,
Exercise_5_-_Clauses,0eaebb9e66a344cf9c1c7ce0e99bafce,single_selection,"Although he worked hard, he could not pass his exams.",Simple sentence,Compound sentence,Complex sentence,Compound-complex sentence,,,Compound sentence,,,,,,,,
Exercise_5_-_Clauses,87f6b566f5ad4fffa85d64d445bc2071,single_selection,Either of the Mensah twins _________ available for tutoring.,are,seem,has,is,,,is,,,,,,,,
Exercise_5_-_Clauses,476e42c767d340538225000bf9f6e587,single_selection,Our Land is blessed with natural resources,Simple sentence,Compound sentence,Complex sentence,Compound-complex sentence,,,Compound-complex sentence,,,,,,,,
Exercise_5_-_Clauses,5440d9e5a0f249eaaaa6946f218ed8b2,single_selection,________ anyone seen Danny today?,seems,have,has,is,,,has,,,,,,,,
Exercise_5_-_Clauses,df35065f478d4d3cba4874fffcf9c2c2,single_selection,What an excellent performance!,Simple sentence,Compound sentence,Complex sentence,Compound-complex sentence,,,Simple sentence,,,,,,,,
Exercise_5_-_Clauses,f16bc2d2093e48b4a34fcd30f41da132,single_selection,Someone _______ a kite with a giant flower.,Seems,has,have,is,,,has,,,,,,,,
Exercise_5_-_Clauses,20ff0bf4858446f2a457486c71e32a1d,single_selection,Give me liberty or death.,Simple sentence,Compound sentence,Complex sentence,Compound-complex sentence,,,Compound sentence,,,,,,,,
Exercise_5_-_Clauses,825dfc84049f44c1ab10594e56cc5173,single_selection,"Select the correct options 

Everyone _________ to be flying kites these days.",Seems,Seem,is,are,,,Seems,,,,,,,,
Exercise_5_-_Clauses,f096ea0f2b9342639363814dba111eee,single_selection,"Identify the types of sentence according to structure (simple, Compound, complex, compound- complex) 

We caught the thief who was plucking maize in our farm.",Simple sentence,Compound sentence,Complex sentence,Compound-complex sentence,,,Simple sentence,,,,,,,,
Exercise_5_-_Individual_obligation_in_the_family,2b2f942ca0d54ff39fd1e13973a97618,single_selection,The act of relying on one another for needs or supports is known as …………………,Independence,Co-operation,Dependence,Self-sufficiency,,,Dependence,,,,,,,,
